MANufACTuRERS NAME,BuSINESS NAME,STATE.0,DATE Of ACCIDENT,Time of Accident,PM,VEhICLE YEAR,MAkE,MODEL,STATE VEhICLE IS REGISTERED IN,section 2  accident infoRmation.0,section 2  accident infoRmation.1.0,section 2  accident infoRmation.1.1.0,section 2  accident infoRmation.1.1.1.0,section 2  accident infoRmation.1.1.1.1,Stopped in Traffic,NuMBER Of VEhICLES INVOLVED,None,MODEL_2,Moving_2,NuMBER Of VEhICLES INVOLVED_2,ADDRESS_2.1.0.1,Conventional Mode,WEATHER A 1,WEATHER A 2,LIGHTING A 1,LIGHTING A 2,ROADWAY A 1,ROADWAY A 2,ROAD CONDITIONS D 1,ROAD CONDITIONS D 2,MOVEMENT A 1,MOVEMENT  I 2,TYPE B 1,TYPE B 2,PROGRAM DIRECTORAuThORIZED REPRESENTATIVE PRINTED NAME AND TITLE,DATE SIGNED,source_file,AM,minor,Left Front Corner 1,Left Front Corner 3,VEhICLE YEAR_2,STATE VEhICLE IS REGISTERED IN_2,STATE_2,ROAD CONDITIONS H 1,ROAD CONDITIONS H 2,MOVEMENT  G 2,TYPE A 1,TYPE C 2,Right Rear 1,Right Rear 3,LIGHTING C 1,LIGHTING C 2,TYPE C 1,Moving,Moderate,Front Bumper,Right Front Corner 3,WEATHER B 1,WEATHER B 2,MOVEMENT  B 1,MOVEMENT  D 2,TYPE D 2,Right Rear Passenger 2,Front Passenger Side 4,Autonomous Mode,MOVEMENT  D 1,TYPE E 1,Left Rear 1,Passenger,Rear Bumper,MOVEMENT A 2,Injured,Passenger_2,MOVEMENT  B 2,TYPE A 2,Bicyclist,Right Front Corner 2,MOVEMENT  M 2,Left Rear 2,Left Rear Passenger 1,MOVEMENT  E 2,Front Driver Side 3,WEATHER C 1,WEATHER C 2,ROADWAY B 1,ROADWAY B 2,MOVEMENT  L 2,TYPE D 1,undefined,Other,TYPE H 1,OTHER A NO,OTHER H NO,OTHER J,CITY_2.1.1.0,Injured_2,Driver,MOVEMENT  E 1,MOVEMENT  R 2,STATE_4.0,ZIP CODE_2.0,Left Front Corner 2,Right Front Corner 1,Right Rear Passenger 4,undefined_2,Other_2,OTHER A YES,Left Rear Passenger 3,Bicyclist_2,MOVEMENT  K 2,MOVEMENT  O 1,MOVEMENT  H 2,ROAD CONDITIONS E 2,ROAD CONDITIONS G 2,OTHER E,Proper ty_2,MOVEMENT J 1,DRIVERS fuLL NAME First Middle last_2,MOVEMENT  H 1,Right Rear 2,INSuRANCE COMPANY NAME OR SuRETY COMPANY AT TIME Of ACCIDENT_2,MOVEMENT  L 1,MOVEMENT  G 1,MOVEMENT  O 2,LIGHTING B 1,LIGHTING B 2,MOVEMENT  K 1,Front Passenger Side 2,Front Driver Side 1,MOVEMENT  N 2,Stopped in Traffic_2,MOVEMENT J 2,Bicyclist_3,OTHER C,TYPE H 2,WEATHER E 1,WEATHER E 2,major,OTHER K,MOVEMENT  Q 2,OTHER D
Weride Corp,Weride Corp,CA,07/16/2021,11:35,,2017,Lincoln,MKZ,CA,2630 Orchard Parkway,San Jose,Santa Clara,CA,95134,,2,,Jeep UT,/ ,2,"At about 11:35 am our vehicle (car 1) was waiting behind a USPS truck to make an unprotected left turn, meanwhile one other vehicle (car 2) waited behind our vehicle.   Another non involved vehicle notices the queue of vehicles and passes on the right in the bike lane.  As the USPS truck begins to make the turn, car 1 begins to move forward at 7 MPH then slowed to 3 MPH when yielding to the vehicle passing in the bike lane. Car 2 directly behind us strikes our passenger rear bumper.  The safety driver then disengaged the vehicle (car 1) and moved into a nearby parking lot to exchange information.  ",,/Yes,/Yes,/Yes,/Yes,,,,,,/Yes,,,Yan Li CTO,,weride_071621.pdf,/ ,/Yes,,,2017,CA,CA,/Yes,/Yes,,,/Yes,/Yes,/Yes,,,/Yes,/ ,,,,,,/Yes,,,,,/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoox Inc,Zoox Inc.,CA,05/11/2021,05:13,/ ,2016,Toyota,Highlander,CA,Kearny St. and Columbus Ave. Intersection,San Francisco,San Francisco,CA,94133,,1,/Yes,Ford Fusion,/ ,1,A Zoox vehicle in autonomous mode began to slow down during an unprotected left turn to yield for cross traffic entering the lane from the right. A passenger vehicle from behind did not slow and made contact with the rear sensors of the Zoox vehicle. There were no injuries and the police were not called.,,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,Jesse Levinson,05/17/2021,Zoox-OL316_051121_.pdf,,,,,2014,CA,CA,/Yes,/Yes,,,/Yes,,,,,,/ ,,,,,,,,,,,/ ,,,,,,,,,,,,,,,,/Yes,,,,,,,,/ ,Vehicle,,,,,,,,/Yes,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoox Inc.,Zoox Inc.,CA,09/02/2021,08:02,/ ,2019,Toyota,Highlander,CA,Folsom St. and Essex St. Intersection,San Francisco,San Francisco,CA,94107,,1,,CHEV,/ ,1,"A Zoox vehicle in autonomous mode making a right turn onto Essex St, fro Folsom St., when a passenger vehicle in the left adjacent turn lane encroached into its lane and made contact with the left bumper and sensors of the Zoox vehicle. There were no injuries and the police were not called. ",,/Yes,/Yes,,,/Yes,/Yes,,,,,,/Yes,"Jesse Levinson, CTO",09.10.2021,Zoox-OL316_090221_Redacted.pdf,,/Yes,/Yes,,2019,CA,CA,/Yes,/Yes,,,,,,/Yes,/Yes,,/ ,,,,,,,/Yes,,,,/ ,/Yes,,,,,,,,,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoox Inc. ,Zoox Inc. ,CA,09/21/2021,03:15,/ ,2016,Toyota,Highlander,CA,Intersection of Broadway and Sansome,San Francisco,San Francisco,CA,94133,/ ,2,,Chrysler 300,/ ,2,"A Zoox vehicle in manual mode was stopped in the left turn lane, when a passenger vehicle approaching from the rear in the right adjacent lane collided into the right passenger side doors of the Zoox vehicle. The passenger vehicle immediately fled the scene. The Zoox vehicle incurred moderate damage to the right side passenger doors. The police were not called at the scene but a police report was filed. There were no injuries.",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,"Jesse Levinson, CTO",09/21/2021,Zoox-OL316_092121_Redacted.pdf,,,,,,CA,,/Yes,/Yes,,,,,,,,,,/Yes,,,,,,,/Yes,/Yes,/Yes,,,,,,,,,,,,,,/Yes,,,,,,,,,,/Yes,/ ,Vehicle,,,,,,,,,,,,,,/Yes,/ ,Vehicle,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,
Zoox Inc. ,Zoox Inc. ,CA,10/21/2021,3:05,/ ,2016,Toyota,Highlander,CA,Intersection of Columbus and Mason St. ,San Francisco,San Francisco,CA,94133,,2,,Dodge,/ ,1,"While in manual mode, the Zoox vehicle was proceeding straight on Columbus St. through the intersection at Mason, when a pickup truck in the left adjacent lane turned right in front of the Zoox vehicle. The truck contacted the Zoox vehicle which incurred minor damage to its front left bumper. There were no injuries and the police were not called.",/ ,,,/Yes,/Yes,/Yes,/Yes,,,,,/Yes,/Yes,"Jesse Levinson, CTO",10/26/2021,Zoox-OL316_102121_Redacted.pdf,,/Yes,/Yes,,2003,CA,CA,/Yes,/Yes,,,,,,,,,/ ,,,,/Yes,/Yes,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,
Zoox Inc. ,Zoox Inc. ,CA,11/03/2021,04:09,/ ,2016,Toyota,Highlander,CA,Intersection of Oakdell and Lemon St. ,Menlo Park,San Mateo,CA,94025,,2,,Mercedes-Benz C300,/ ,2,"A Zoox vehicle was in manual mode making a left turn from Lemon St. onto Oakdell St.. A passenger vehicle passed through a stop sign without slowing and made contact with the rear and left side of the Zoox vehicle. The Zoox vehicle incurred minor damage to its rear, left bumper and rear sensor. There were no injuries and the police were not called. ",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,,,"Jesse Levinson, CTO",11/10/2021,Zoox-OL316_110321_Redacted.pdf,,/Yes,,,2010,CA,CA,/Yes,/Yes,,,,,,,,,/ ,,,,,,,,/Yes,,,,,,/Yes,,,,,,/Yes,,,,,/Yes,/Yes,,,,,,,,/Yes,/ ,Vehicle,,,,,,,,/Yes,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,
Zoox Inc. ,Zoox Inc. ,CA,02/11/2021,09:34,,2016,Toyota,Highlander,CA,Green near Columbus,San Francisco,San Francisco,CA,94113,/ ,1,/Yes,Jaguar F-Pace,/ ,1,"A Zoox vehicle was stopped in manual mode on Green St. waiting to pass a double-parked vehicle in front, when a passenger vehicle executing a three-point turn made contact with a sensor on the rear of the Zoox vehicle. There were no injuries and police were not called.",/ ,,,/Yes,/Yes,/Yes,/Yes,,,/Yes,,,,,,Zoox_021121.pdf,/ ,,,,,,Ca,/Yes,/Yes,,,/Yes,,,,,/Yes,,,,,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,,,,,/ ,Vehicle,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoox Inc. ,Zoox Inc. ,CA,03/18/2021,5:47,/ ,2016,Toyota,Highlander,CA,Folsom between 4th and Mabini St.,San Francisco,San Francisco,CA,94103,/ ,1,,Toyota Tundra,/ ,,"A Zoox vehicle was making a right lane change in manual mode on Folsom St between 4th and Mahini St., when a passenger vehicle continuing straight made contact with the left rear bumper of the Zoox vehicle. There were no injuries and police were not called. ",/ ,,,/Yes,/Yes,,,,,/Yes,,,,,,Zoox_031821.pdf,,/Yes,,,,CA,,/Yes,/Yes,,,/Yes,,,,,/Yes,,,,,,,,,,,,,,,/Yes,,,,,,/Yes,,,,,,,,,/Yes,/Yes,/Yes,/Yes,,,/ ,Vehicle,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,,,/Yes
Zoox Inc. ,Zoox Inc. ,CA,07/13/2021,2:11,/ ,2016,Toyota,Highlander,CA,Montgomery St. approaching Jackson St.,San Francisco,San Francisco,CA,94133,,2,/Yes,HIN,/ ,2,"While providing space to pass, a Zoox vehicle in conventional mode was slowly moving forward in response to an oncoming truck. While passing, the truck came into contact with the Zoox vehicle's rear radar sensor. There were no injuries and the police were not called.",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,/Yes,/Yes,Jesse Levinson,7/13/2021,Zoox_071321.pdf,,,,,2020,PA,CA,/Yes,/Yes,,,,,,,,,/ ,,,,,,,,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,/ ,Truck,,,,,,,,,,,,,,,/ ,Vehicle,,,,,,,,,,,,,/Yes,,,,,,,,,,,,,,,,,,,,,,
Zoox Inc. ,Zoox Inc. ,CA,12/08/2021,10:00,,2016,Toyota,Highlander,CA,Intersection of Montgomery and Pacific ,San Francisco,San Francisco,CA,94112,/ ,2,,CB,/ ,2,"A Zoox vehicle was stopped in manual mode while exiting the intersection of Montgomery St. and Pacific St. as a large truck entered the intersection. While the truck began to make a left turn behind the Zoox vehicle, it made contact with the Zoox rear radar and camera pod on the driver's side. There were no injuries and the police were not called.",/ ,/Yes,/Yes,/Yes,/Yes,/Yes,/Yes,,,,,/Yes,,"Jesse Levinson, CTO",12/10/2021,Zoox_OL316_120821_Redacted.pdf,/ ,/Yes,,,2020,CA,CA,/Yes,/Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Yes,,,,,/Yes,,,,,,,,,,/ ,Truck,,,,,,,,/Yes,,,,,,,/ ,Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
